"Dist Code","Year","State Code","State Name","Dist Name","JANUARY PERCIPITATION (Millimeters)","FEBRUARY PERCIPITATION (Millimeters)","MARCH PERCIPITATION (Millimeters)","APRIL PERCIPITATION (Millimeters)","MAY PERCIPITATION (Millimeters)","JUNE PERCIPITATION (Millimeters)","JULY PERCIPITATION (Millimeters)","AUGUST PERCIPITATION (Millimeters)","SEPTEMBER PERCIPITATION (Millimeters)","OCTOBER PERCIPITATION (Millimeters)","NOVEMBER PERCIPITATION (Millimeters)","DECEMBER PERCIPITATION (Millimeters)"
"1026","2001","11","Tamil Nadu","Tiruvarur","67.49","6.08","0.84","97.47","12.93","39.59","78.41","60.51","53.38","228.89","210.36","247.3"
"1026","2002","11","Tamil Nadu","Tiruvarur","46.19","9.05","6.97","18.05","49.1","30.19","13.48","48.22","61.19","321.11","358.12","167.3"
"1026","2003","11","Tamil Nadu","Tiruvarur","32.61","18.37","22.04","46.44","55.6","34.12","99.56","213.7","56.82","191.87","338.93","33.17"
"1026","2004","11","Tamil Nadu","Tiruvarur","25.02","18.89","9.82","35.66","125.49","49.34","46.36","66.64","263.81","282.41","227.04","148.13"
"1026","2005","11","Tamil Nadu","Tiruvarur","41.7","9.39","7.89","79.69","37.79","9.46","57.5","51.4","35.23","299.99","417.98","313.09"
"1026","2006","11","Tamil Nadu","Tiruvarur","77.6","3.81","89.75","37.45","19.17","18.63","28.23","87.35","43.33","414.36","358.54","30.21"
"1026","2007","11","Tamil Nadu","Tiruvarur","42.3","24.78","1.57","59.3","39.21","31.16","98.67","121.87","56.74","258.99","182.53","251.06"
"1026","2008","11","Tamil Nadu","Tiruvarur","42.82","35.4","80.86","43.19","11.56","44.7","47.15","417.18","33.63","276.12","445.98","283.44"
"1026","2009","11","Tamil Nadu","Tiruvarur","33.53","1.13","42.45","53.16","37.86","19.77","22.8","223.24","48.71","95.49","482.81","271.3"
"1026","2010","11","Tamil Nadu","Tiruvarur","31.91","0.39","1.15","18.95","25.51","27.9","141.67","99.35","246.08","223.37","456.68","280.94"
"1026","2011","11","Tamil Nadu","Tiruvarur","53.35","49.39","1.85","92.45","17.34","17.44","48.21","98.62","39.38","209.13","382.43","263.64"
"1026","2012","11","Tamil Nadu","Tiruvarur","42.14","5.03","10.59","31.71","7.94","7.94","21.48","67.3","92.83","291.78","176.0","224.1"
"1026","2013","11","Tamil Nadu","Tiruvarur","43.99","53.27","71.91","6.24","49.7","32.99","40.7","96.73","44.63","131.01","213.17","194.01"
"1026","2014","11","Tamil Nadu","Tiruvarur","48.56","13.2","4.19","13.58","71.22","30.87","43.12","78.85","77.26","338.94","142.79","184.81"
"1026","2015","11","Tamil Nadu","Tiruvarur","26.43","18.94","17.53","93.63","80.69","26.76","66.06","166.96","187.36","192.16","403.27","221.82"
"1027","1990","11","Tamil Nadu","Thiruvallur","14.33","9.2","18.67","1.79","181.44","26.48","64.28","99.86","181.68","340.1","187.99","32.62"
"1027","1991","11","Tamil Nadu","Thiruvallur","25.32","2.68","0.07","7.5","19.98","136.35","73.92","125.12","124.22","231.06","467.01","13.85"
"1027","1992","11","Tamil Nadu","Thiruvallur","21.23","0.0","0.0","1.21","35.38","28.89","66.77","120.89","78.89","140.55","363.88","76.03"
"1027","1993","11","Tamil Nadu","Thiruvallur","0.0","0.85","1.52","3.8","146.39","70.04","82.84","150.45","66.19","256.83","269.93","198.13"
"1027","1994","11","Tamil Nadu","Thiruvallur","7.26","28.94","0.08","6.5","91.59","43.97","86.88","134.77","51.59","227.74","398.52","123.69"
"1027","1995","11","Tamil Nadu","Thiruvallur","64.21","0.18","8.23","10.77","145.38","33.89","126.32","324.08","189.67","200.08","141.33","10.13"
"1027","1996","11","Tamil Nadu","Thiruvallur","1.5","0.51","0.06","41.79","8.48","43.56","54.6","87.61","76.22","276.18","205.27","249.33"
"1027","1997","11","Tamil Nadu","Thiruvallur","17.35","0.0","2.86","32.05","11.77","77.14","43.61","103.87","113.06","228.49","588.48","271.85"
"1027","1998","11","Tamil Nadu","Thiruvallur","6.6","0.04","0.12","17.51","61.36","29.82","113.24","165.48","80.45","154.93","293.63","177.67"
"1027","1999","11","Tamil Nadu","Thiruvallur","3.19","1.96","0.03","26.61","33.66","91.22","58.44","158.39","104.02","217.97","155.92","56.53"
"1027","2000","11","Tamil Nadu","Thiruvallur","1.36","18.19","0.41","22.32","45.02","95.0","113.67","150.0","149.84","235.5","138.91","41.13"
"1027","2001","11","Tamil Nadu","Thiruvallur","0.64","0.02","0.13","22.36","27.77","52.46","126.15","77.39","143.09","340.34","188.59","167.84"
"1027","2002","11","Tamil Nadu","Thiruvallur","52.56","2.33","0.0","0.49","77.66","30.38","50.89","150.08","100.57","286.38","306.83","28.96"
"1027","2003","11","Tamil Nadu","Thiruvallur","1.84","2.28","10.37","6.57","18.41","56.25","157.18","161.01","90.89","223.46","68.75","27.45"
"1027","2004","11","Tamil Nadu","Thiruvallur","19.48","0.48","3.45","28.77","114.85","76.55","80.13","57.68","244.67","293.42","161.85","10.15"
"1027","2005","11","Tamil Nadu","Thiruvallur","2.09","6.74","2.14","26.48","98.72","23.07","97.18","89.45","134.76","637.81","409.69","279.82"
"1027","2006","11","Tamil Nadu","Thiruvallur","2.42","0.0","23.39","24.77","45.39","86.56","106.01","122.13","101.29","518.71","232.28","12.06"
"1027","2007","11","Tamil Nadu","Thiruvallur","0.29","25.54","0.01","21.57","14.64","99.9","181.0","216.01","143.08","205.75","86.32","157.65"
"1027","2008","11","Tamil Nadu","Thiruvallur","40.68","20.96","25.29","27.42","15.55","62.69","79.38","148.75","109.88","346.76","513.3","7.99"
"1027","2009","11","Tamil Nadu","Thiruvallur","18.3","0.0","2.66","3.26","89.16","37.23","54.92","150.33","162.61","36.98","457.93","143.67"
"1027","2010","11","Tamil Nadu","Thiruvallur","5.3","0.01","0.34","11.55","107.83","117.65","133.73","162.74","156.75","171.88","255.04","196.29"
"1027","2011","11","Tamil Nadu","Thiruvallur","10.45","45.72","0.0","51.85","53.56","79.91","144.93","196.54","132.05","242.07","327.08","127.52"
"1027","2012","11","Tamil Nadu","Thiruvallur","33.55","0.03","0.05","3.77","15.47","42.93","82.71","175.96","151.87","274.48","113.88","129.45"
"1027","2013","11","Tamil Nadu","Thiruvallur","0.25","26.36","21.86","4.91","100.51","152.92","135.34","151.74","160.62","201.31","190.82","49.78"
"1027","2014","11","Tamil Nadu","Thiruvallur","0.8","6.95","0.3","0.96","46.46","168.2","54.78","171.11","66.44","322.32","123.65","100.32"
"1027","2015","11","Tamil Nadu","Thiruvallur","9.73","0.14","2.23","31.99","62.37","61.26","116.07","167.25","76.03","128.9","265.44","39.75"
"1077","1990","11","Tamil Nadu","Ariyalur","118.21","3.73","24.43","5.34","98.31","53.4","35.01","71.16","104.9","297.46","160.14","93.06"
"1077","1991","11","Tamil Nadu","Ariyalur","34.82","11.72","7.54","44.08","38.74","65.42","36.22","121.3","77.56","246.62","296.4","25.75"
"1077","1992","11","Tamil Nadu","Ariyalur","12.12","0.0","0.0","10.62","70.08","34.4","45.44","141.26","100.82","117.95","289.96","72.22"
"1077","1993","11","Tamil Nadu","Ariyalur","0.97","2.55","8.59","19.84","74.46","59.32","37.77","101.89","43.85","218.11","266.55","236.86"
"1077","1994","11","Tamil Nadu","Ariyalur","10.6","21.59","3.59","43.6","70.27","22.58","49.37","78.21","56.86","238.88","234.92","62.94"
"1077","1995","11","Tamil Nadu","Ariyalur","76.12","6.53","17.51","42.8","78.62","33.26","52.52","183.25","86.17","148.85","111.54","11.49"
"1077","1996","11","Tamil Nadu","Ariyalur","15.73","7.27","3.42","55.91","27.81","61.33","39.78","112.9","126.07","169.86","132.4","183.65"
"1077","1997","11","Tamil Nadu","Ariyalur","16.65","0.1","18.98","41.25","37.76","36.15","56.6","111.95","83.78","276.67","395.38","198.76"
"1077","1998","11","Tamil Nadu","Ariyalur","21.54","1.11","1.4","17.95","101.09","17.04","80.94","206.98","84.08","171.29","224.73","286.36"
"1077","1999","11","Tamil Nadu","Ariyalur","22.87","17.74","1.56","48.29","53.26","36.15","26.78","80.82","94.23","236.87","187.91","67.65"
"1077","2000","11","Tamil Nadu","Ariyalur","31.82","20.87","2.33","43.41","44.71","29.91","38.94","233.13","222.68","172.31","189.57","125.82"
"1077","2001","11","Tamil Nadu","Ariyalur","40.22","3.42","0.72","82.2","21.8","41.92","78.47","78.92","87.56","228.4","145.08","150.52"
"1077","2002","11","Tamil Nadu","Ariyalur","37.03","4.55","4.7","10.74","72.59","38.96","17.75","70.98","81.87","291.2","243.68","79.37"
"1077","2003","11","Tamil Nadu","Ariyalur","13.85","10.36","20.31","37.26","63.58","41.51","94.7","223.94","69.88","195.37","195.75","21.79"
"1077","2004","11","Tamil Nadu","Ariyalur","23.57","9.47","8.79","33.15","167.91","58.99","55.39","72.54","321.3","253.48","149.81","66.9"
"1077","2005","11","Tamil Nadu","Ariyalur","26.19","6.95","7.21","63.48","62.4","15.51","61.3","76.95","65.3","327.21","289.42","209.85"
"1077","2006","11","Tamil Nadu","Ariyalur","38.47","1.36","83.69","29.92","34.78","32.43","34.29","96.92","73.11","364.34","222.57","15.43"
"1077","2007","11","Tamil Nadu","Ariyalur","19.02","18.12","1.0","49.81","54.5","42.93","101.1","157.2","99.15","230.24","122.43","164.91"
"1077","2008","11","Tamil Nadu","Ariyalur","33.35","24.57","81.5","35.68","18.65","53.27","56.29","398.49","61.21","275.09","319.38","125.85"
"1077","2009","11","Tamil Nadu","Ariyalur","21.18","0.52","32.67","34.92","64.41","33.35","24.38","223.89","92.29","73.89","339.8","171.23"
"1077","2010","11","Tamil Nadu","Ariyalur","19.24","0.39","1.77","21.95","40.52","42.49","125.44","129.99","278.06","202.07","311.52","165.76"
"1077","2011","11","Tamil Nadu","Ariyalur","27.97","39.68","0.67","75.02","33.68","27.63","55.01","140.44","72.4","198.62","263.7","158.25"
"1077","2012","11","Tamil Nadu","Ariyalur","26.51","2.57","6.8","21.39","16.37","12.28","27.94","101.25","119.98","240.34","142.68","140.0"
"1077","2013","11","Tamil Nadu","Ariyalur","19.84","32.29","61.42","4.87","76.17","53.87","51.21","117.1","83.82","129.37","177.07","100.76"
"1077","2014","11","Tamil Nadu","Ariyalur","23.68","7.89","3.33","10.19","88.47","53.12","42.68","102.13","109.3","324.94","96.76","100.47"
"1077","2015","11","Tamil Nadu","Ariyalur","25.63","8.3","18.14","74.67","110.34","34.23","64.73","180.19","216.86","160.18","319.6","111.46"
"1080","1990","11","Tamil Nadu","Krishnagiri","14.87","1.06","10.19","15.98","131.82","32.04","37.91","65.7","85.88","176.16","52.59","15.2"
"1080","1991","11","Tamil Nadu","Krishnagiri","3.69","4.97","0.72","55.84","119.53","97.17","49.81","95.73","98.75","287.64","170.93","1.52"
"1080","1992","11","Tamil Nadu","Krishnagiri","1.93","0.0","0.0","10.97","76.05","61.27","54.88","75.47","98.16","139.09","87.45","8.12"
"1080","1993","11","Tamil Nadu","Krishnagiri","0.0","0.28","13.08","28.62","113.32","62.74","55.46","67.32","89.55","198.33","71.12","69.42"
"1080","1994","11","Tamil Nadu","Krishnagiri","0.39","4.19","1.84","38.44","120.28","34.65","70.85","57.05","61.53","228.59","63.38","12.16"
"1080","1995","11","Tamil Nadu","Krishnagiri","33.51","0.37","13.22","34.23","108.25","52.3","77.12","156.82","121.12","137.38","36.39","0.72"
"1080","1996","11","Tamil Nadu","Krishnagiri","1.69","0.9","2.77","53.57","75.77","89.66","44.98","144.71","99.45","127.01","20.42","44.1"
"1080","1997","11","Tamil Nadu","Krishnagiri","9.86","0.0","18.0","50.12","57.47","51.81","34.35","100.5","123.93","309.61","178.59","43.19"
"1080","1998","11","Tamil Nadu","Krishnagiri","0.87","1.0","0.79","41.08","119.35","25.99","133.3","195.12","120.97","218.39","79.91","61.17"
"1080","1999","11","Tamil Nadu","Krishnagiri","0.8","6.48","1.28","58.31","138.03","46.2","57.73","64.91","95.64","233.79","79.79","19.44"
"1080","2000","11","Tamil Nadu","Krishnagiri","2.28","5.63","0.28","56.15","72.16","43.58","68.66","163.39","168.63","245.26","59.84","27.95"
"1080","2001","11","Tamil Nadu","Krishnagiri","6.41","0.96","1.21","93.8","50.16","21.9","85.2","58.63","129.22","206.64","48.84","22.49"
"1080","2002","11","Tamil Nadu","Krishnagiri","6.19","0.5","0.5","6.5","143.65","75.22","29.77","49.03","67.48","239.05","67.19","8.33"
"1080","2003","11","Tamil Nadu","Krishnagiri","0.26","2.12","6.89","57.31","21.65","45.61","84.31","104.13","56.43","225.04","40.6","4.85"
"1080","2004","11","Tamil Nadu","Krishnagiri","14.03","1.73","2.86","42.83","194.74","46.68","150.22","51.29","190.75","201.35","43.74","2.77"
"1080","2005","11","Tamil Nadu","Krishnagiri","6.62","5.03","7.28","62.25","127.66","45.58","102.09","117.97","106.97","333.72","94.05","34.37"
"1080","2006","11","Tamil Nadu","Krishnagiri","3.94","0.0","65.84","30.3","116.15","74.14","46.26","53.21","75.64","167.96","60.95","1.27"
"1080","2007","11","Tamil Nadu","Krishnagiri","0.69","4.77","0.68","84.95","111.78","36.49","135.85","144.15","160.11","193.69","46.07","50.37"
"1080","2008","11","Tamil Nadu","Krishnagiri","5.18","14.6","55.0","31.52","57.24","59.72","150.74","189.24","92.86","265.82","96.38","6.02"
"1080","2009","11","Tamil Nadu","Krishnagiri","2.48","0.0","15.69","31.74","126.94","94.72","24.46","105.55","175.29","44.41","111.48","41.7"
"1080","2010","11","Tamil Nadu","Krishnagiri","1.53","0.28","3.6","62.97","99.59","58.97","89.64","93.4","142.34","179.8","152.35","20.07"
"1080","2011","11","Tamil Nadu","Krishnagiri","2.02","28.86","0.16","71.42","109.32","37.62","75.31","162.7","94.9","197.19","77.41","20.03"
"1080","2012","11","Tamil Nadu","Krishnagiri","3.19","1.11","0.59","15.24","89.2","11.47","49.2","117.15","74.52","134.03","115.13","35.21"
"1080","2013","11","Tamil Nadu","Krishnagiri","0.66","7.05","15.87","12.73","139.33","91.84","98.27","72.86","167.65","125.24","135.99","7.8"
"1080","2014","11","Tamil Nadu","Krishnagiri","0.95","1.5","3.2","12.61","78.05","92.78","67.67","83.73","169.54","364.96","36.98","10.52"
"1080","2015","11","Tamil Nadu","Krishnagiri","21.78","0.47","25.5","67.48","161.58","43.03","75.26","88.29","121.4","93.59","264.09","11.81"
"2020","1990","11","Tamil Nadu","Thiruppur","72.74","2.05","11.69","7.1","85.08","24.63","41.73","28.34","38.0","200.53","116.07","29.73"
"2020","1991","11","Tamil Nadu","Thiruppur","12.46","9.92","5.14","66.0","86.77","59.51","50.23","47.08","31.05","204.2","128.42","12.17"
"2020","1992","11","Tamil Nadu","Thiruppur","2.77","0.0","0.0","28.9","67.8","35.6","57.2","46.79","51.27","132.64","192.34","23.75"
"2020","1993","11","Tamil Nadu","Thiruppur","0.16","2.13","9.07","31.59","52.01","41.22","49.14","43.88","32.34","210.05","179.06","101.95"
"2020","1994","11","Tamil Nadu","Thiruppur","3.05","11.01","10.35","87.38","108.25","49.97","42.72","34.78","33.69","239.04","106.53","18.24"
"2020","1995","11","Tamil Nadu","Thiruppur","21.05","3.77","16.92","63.73","66.65","39.56","66.42","77.2","35.63","112.98","64.5","0.95"
"2020","1996","11","Tamil Nadu","Thiruppur","11.44","7.55","11.62","65.15","41.05","40.29","46.76","41.93","48.24","98.99","23.52","70.15"
"2020","1997","11","Tamil Nadu","Thiruppur","5.9","0.01","15.47","46.41","39.66","60.92","51.91","41.88","56.38","264.09","223.59","87.55"
"2020","1998","11","Tamil Nadu","Thiruppur","6.03","7.33","2.55","40.2","87.13","18.25","83.13","87.42","62.42","162.41","141.88","168.17"
"2020","1999","11","Tamil Nadu","Thiruppur","2.97","14.14","7.35","63.34","86.57","27.62","44.92","29.39","33.69","246.69","102.59","25.12"
"2020","2000","11","Tamil Nadu","Thiruppur","18.63","30.5","1.44","57.41","64.62","21.81","40.62","102.78","99.88","139.75","101.48","86.48"
"2020","2001","11","Tamil Nadu","Thiruppur","43.89","10.03","0.86","121.59","31.55","22.45","72.89","45.49","59.25","167.11","66.55","31.96"
"2020","2002","11","Tamil Nadu","Thiruppur","3.61","2.9","6.37","18.04","69.95","33.52","22.59","29.82","30.43","282.93","113.25","15.41"
"2020","2003","11","Tamil Nadu","Thiruppur","3.48","18.97","9.21","79.36","40.88","31.76","66.0","57.53","25.08","192.46","88.7","4.07"
"2020","2004","11","Tamil Nadu","Thiruppur","11.16","6.26","6.0","48.19","131.73","39.75","61.71","34.53","113.87","176.88","76.99","15.28"
"2020","2005","11","Tamil Nadu","Thiruppur","29.66","4.69","5.45","75.98","45.39","22.27","68.23","30.18","53.93","155.55","138.04","60.61"
"2020","2006","11","Tamil Nadu","Thiruppur","13.33","0.62","53.46","29.69","53.07","29.12","41.82","38.7","89.74","234.62","107.6","3.05"
"2020","2007","11","Tamil Nadu","Thiruppur","4.67","5.03","3.89","78.45","115.27","23.42","65.84","59.44","92.89","199.78","87.03","41.78"
"2020","2008","11","Tamil Nadu","Thiruppur","3.46","26.45","75.91","59.51","23.68","33.59","67.97","98.92","56.8","271.29","97.52","38.52"
"2020","2009","11","Tamil Nadu","Thiruppur","3.15","0.28","29.54","37.21","53.23","66.72","36.69","53.68","67.01","80.45","198.03","79.2"
"2020","2010","11","Tamil Nadu","Thiruppur","17.2","2.37","1.86","69.6","70.34","21.17","94.05","37.86","100.04","225.56","186.36","63.61"
"2020","2011","11","Tamil Nadu","Thiruppur","8.24","31.11","1.13","74.33","31.42","24.12","53.59","53.02","63.28","141.19","114.6","68.82"
"2020","2012","11","Tamil Nadu","Thiruppur","4.99","9.71","4.64","47.51","26.93","11.77","34.02","46.41","44.57","127.54","111.87","38.49"
"2020","2013","11","Tamil Nadu","Thiruppur","4.67","22.01","29.73","8.68","66.75","35.03","70.06","36.72","50.4","107.36","127.87","30.77"
"2020","2014","11","Tamil Nadu","Thiruppur","9.57","3.46","5.02","33.41","64.3","27.66","57.55","49.81","106.3","273.7","56.94","28.29"
"2020","2015","11","Tamil Nadu","Thiruppur","14.0","3.75","29.23","99.0","142.03","28.17","54.46","47.1","91.29","165.94","204.19","53.82"
