"Dist Code","Year","State Code","State Name","Dist Name","JANUARY WATER DEFICIT (Millimeters)","FEBRUARY WATER DEFICIT (Millimeters)","MARCH WATER DEFICIT (Millimeters)","APRIL WATER DEFICIT (Millimeters)","MAY WATER DEFICIT (Millimeters)","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"1077","1999","11","Tamil Nadu","Ariyalur","44.7","61.09","101.62","98.39","118.47","150.42","151.39","90.53","70.26","0.0","0.0"
"1077","2000","11","Tamil Nadu","Ariyalur","59.85","76.21","136.95","117.74","138.5","155.96","143.49","0.0","0.0","0.0","0.0"
"1077","2001","11","Tamil Nadu","Ariyalur","44.6","69.45","118.33","62.45","164.8","147.6","101.21","99.83","69.64","0.0","0.12"
"1077","2002","11","Tamil Nadu","Ariyalur","54.04","92.32","131.65","139.47","124.34","136.38","164.13","111.9","83.76","0.0","0.0"
"1077","2003","11","Tamil Nadu","Ariyalur","56.61","71.18","105.17","108.97","123.36","143.14","71.41","0.0","77.41","0.0","0.0"
"1077","2004","11","Tamil Nadu","Ariyalur","65.37","66.05","138.72","134.82","13.82","119.58","106.97","97.7","0.0","0.0","0.06"
"1077","2005","11","Tamil Nadu","Ariyalur","46.26","66.05","106.71","72.0","99.34","162.13","114.09","86.32","90.99","0.0","0.0"
"1077","2006","11","Tamil Nadu","Ariyalur","32.21","55.59","43.46","83.16","111.05","116.51","137.64","74.17","80.6","0.0","0.0"
"1077","2007","11","Tamil Nadu","Ariyalur","49.93","60.28","104.6","86.8","110.37","109.11","60.45","11.28","58.06","0.0","1.93"
"1077","2008","11","Tamil Nadu","Ariyalur","51.95","66.52","58.79","101.69","157.96","122.61","106.81","0.0","49.7","0.0","0.0"
"1077","2009","11","Tamil Nadu","Ariyalur","37.51","54.91","70.33","89.35","90.78","133.21","148.9","0.0","55.55","53.09","0.0"
"1077","2010","11","Tamil Nadu","Ariyalur","44.9","64.68","102.31","114.45","119.67","115.49","46.38","29.75","0.0","0.0","0.0"
"1077","2011","11","Tamil Nadu","Ariyalur","36.5","40.4","84.57","56.83","112.47","148.94","116.56","30.67","87.96","0.0","0.0"
"1077","2012","11","Tamil Nadu","Ariyalur","43.44","68.7","107.74","115.79","154.53","171.59","144.08","74.37","48.13","0.0","0.07"
"1077","2013","11","Tamil Nadu","Ariyalur","69.07","73.36","88.67","155.36","116.86","144.0","137.57","51.75","79.45","11.61","0.0"
"1077","2014","11","Tamil Nadu","Ariyalur","106.7","108.22","162.68","158.95","94.09","134.73","150.99","72.69","55.06","0.0","10.93"
"1077","2015","11","Tamil Nadu","Ariyalur","59.23","86.23","128.13","82.39","60.43","139.38","120.61","5.41","0.0","0.0","0.0"
"1080","1990","11","Tamil Nadu","Krishnagiri","89.66","128.02","162.27","155.18","45.35","116.56","96.03","71.57","48.84","0.0","40.13"
"1080","1991","11","Tamil Nadu","Krishnagiri","116.03","131.54","178.01","119.22","55.59","46.96","87.7","44.74","35.84","0.0","0.0"
"1080","1992","11","Tamil Nadu","Krishnagiri","81.59","123.12","175.18","166.37","93.72","83.56","78.52","63.42","36.31","0.06","20.67"
"1080","1993","11","Tamil Nadu","Krishnagiri","122.74","138.38","168.98","152.51","68.22","87.02","83.52","74.4","47.16","0.0","24.15"
"1080","1994","11","Tamil Nadu","Krishnagiri","113.27","127.45","184.15","135.47","60.5","119.02","63.51","83.03","75.83","0.0","22.64"
"1080","1995","11","Tamil Nadu","Krishnagiri","80.73","132.27","165.44","139.2","68.06","100.67","56.48","1.22","16.57","0.02","62.51"
"1080","1996","11","Tamil Nadu","Krishnagiri","128.32","143.69","187.06","121.39","107.81","55.82","87.44","4.08","34.09","2.42","80.93"
"1080","1997","11","Tamil Nadu","Krishnagiri","108.94","127.96","158.7","116.47","113.98","93.3","102.56","44.69","13.86","0.0","0.0"
"1080","1998","11","Tamil Nadu","Krishnagiri","67.3","121.25","176.97","127.99","53.65","125.41","6.54","0.0","9.26","0.0","10.61"
"1080","1999","11","Tamil Nadu","Krishnagiri","70.03","116.71","171.35","117.48","33.01","100.22","73.66","67.6","39.43","0.0","13.58"
"1080","2000","11","Tamil Nadu","Krishnagiri","99.45","121.45","170.73","113.86","102.66","102.55","65.38","0.04","0.0","0.0","19.0"
"1080","2001","11","Tamil Nadu","Krishnagiri","84.69","118.66","163.84","66.61","129.11","127.18","50.12","82.19","6.19","0.0","30.93"
"1080","2002","11","Tamil Nadu","Krishnagiri","104.57","130.79","173.88","164.2","40.03","69.11","105.61","93.68","70.35","0.0","20.33"
"1080","2003","11","Tamil Nadu","Krishnagiri","109.46","129.88","167.32","114.65","160.26","99.0","43.91","29.96","82.96","0.0","33.84"
"1080","2004","11","Tamil Nadu","Krishnagiri","95.38","119.91","172.59","125.96","0.01","83.89","0.93","71.36","0.0","0.0","22.75"
"1080","2005","11","Tamil Nadu","Krishnagiri","94.35","119.91","165.04","100.68","40.76","96.24","29.63","19.95","25.46","0.0","5.62"
"1080","2006","11","Tamil Nadu","Krishnagiri","66.63","108.85","98.48","133.78","57.21","61.89","92.15","85.83","56.32","0.15","35.99"
"1080","2007","11","Tamil Nadu","Krishnagiri","113.34","124.59","172.37","82.84","60.11","98.39","3.35","1.56","0.16","0.0","29.09"
"1080","2008","11","Tamil Nadu","Krishnagiri","91.6","108.38","107.08","133.49","108.08","84.64","0.8","0.0","23.28","0.0","6.49"
"1080","2009","11","Tamil Nadu","Krishnagiri","80.27","117.04","149.99","135.83","39.77","44.37","107.4","30.36","0.0","67.78","6.27"
"1080","2010","11","Tamil Nadu","Krishnagiri","113.59","127.2","169.13","107.65","69.93","75.12","37.74","38.12","2.27","0.0","0.0"
"1080","2011","11","Tamil Nadu","Krishnagiri","87.97","89.03","165.99","89.84","59.99","113.18","58.78","0.15","37.16","0.0","15.49"
"1080","2012","11","Tamil Nadu","Krishnagiri","93.89","122.87","172.48","149.84","80.78","134.86","83.25","20.59","62.26","1.25","1.13"
"1080","2013","11","Tamil Nadu","Krishnagiri","119.17","125.44","162.66","160.23","34.29","58.29","38.65","64.19","0.0","2.09","0.0"
"1080","2014","11","Tamil Nadu","Krishnagiri","125.11","124.24","171.0","162.75","88.45","56.66","71.52","52.35","0.35","0.0","25.12"
"1080","2015","11","Tamil Nadu","Krishnagiri","75.87","119.92","139.98","96.78","11.84","87.37","60.4","47.52","16.99","29.19","0.0"
"2020","1990","11","Tamil Nadu","Thiruppur","61.97","138.72","163.71","167.71","95.33","137.65","118.29","127.9","115.79","0.0","7.04"
"2020","1991","11","Tamil Nadu","Thiruppur","114.68","133.63","173.27","107.94","75.84","108.61","116.44","113.12","117.36","0.0","0.18"
"2020","1992","11","Tamil Nadu","Thiruppur","125.47","137.19","178.75","142.93","101.77","129.32","110.37","115.75","100.56","12.18","0.0"
"2020","1993","11","Tamil Nadu","Thiruppur","123.82","137.09","169.06","142.47","123.5","127.13","120.14","120.89","123.16","0.0","0.0"
"2020","1994","11","Tamil Nadu","Thiruppur","95.52","125.28","176.48","86.89","76.48","122.69","112.39","122.1","116.41","0.0","8.57"
"2020","1995","11","Tamil Nadu","Thiruppur","107.2","137.18","163.59","109.26","106.97","128.15","102.82","86.75","117.44","29.87","50.22"
"2020","1996","11","Tamil Nadu","Thiruppur","135.08","149.99","179.11","110.49","147.39","118.63","112.17","114.4","103.45","36.4","85.24"
"2020","1997","11","Tamil Nadu","Thiruppur","124.14","132.56","159.51","120.08","127.38","105.38","114.83","118.43","93.79","0.0","0.0"
"2020","1998","11","Tamil Nadu","Thiruppur","83.88","126.01","174.98","131.52","84.37","144.69","87.05","70.41","88.53","0.59","0.03"
"2020","1999","11","Tamil Nadu","Thiruppur","83.49","120.56","161.22","130.29","90.81","130.28","113.74","121.93","116.97","0.0","8.16"
"2020","2000","11","Tamil Nadu","Thiruppur","102.1","103.6","164.8","118.64","113.16","136.25","114.75","65.88","49.83","4.67","20.95"
"2020","2001","11","Tamil Nadu","Thiruppur","89.04","123.46","165.63","41.95","146.5","133.82","96.83","111.42","87.69","0.0","35.65"
"2020","2002","11","Tamil Nadu","Thiruppur","124.29","142.82","165.99","153.97","114.95","125.74","132.32","122.1","118.05","0.0","4.16"
"2020","2003","11","Tamil Nadu","Thiruppur","115.34","121.19","162.53","91.92","136.18","124.11","100.04","100.45","125.32","0.0","20.49"
"2020","2004","11","Tamil Nadu","Thiruppur","114.47","131.11","168.86","121.29","36.88","117.33","99.97","114.32","37.19","0.0","22.89"
"2020","2005","11","Tamil Nadu","Thiruppur","94.41","131.11","161.54","84.96","117.74","132.99","96.33","114.69","96.08","0.0","0.06"
"2020","2006","11","Tamil Nadu","Thiruppur","103.53","127.41","112.1","136.49","111.03","113.41","113.47","109.72","59.7","0.0","6.23"
"2020","2007","11","Tamil Nadu","Thiruppur","111.21","127.38","165.99","87.78","55.99","123.54","92.18","90.93","66.52","0.0","16.28"
"2020","2008","11","Tamil Nadu","Thiruppur","107.54","107.37","91.65","107.36","141.36","117.91","90.81","60.78","88.06","0.0","8.78"
"2020","2009","11","Tamil Nadu","Thiruppur","105.6","128.75","133.19","132.96","121.27","107.31","110.73","97.85","82.94","53.38","0.0"
"2020","2010","11","Tamil Nadu","Thiruppur","93.94","126.07","168.05","101.79","91.26","120.27","78.39","107.04","52.84","0.0","0.0"
"2020","2011","11","Tamil Nadu","Thiruppur","82.23","90.64","159.29","88.05","139.08","134.97","106.26","100.18","91.47","0.0","6.79"
"2020","2012","11","Tamil Nadu","Thiruppur","113.45","128.1","171.7","119.81","145.94","142.83","118.69","105.27","107.56","6.82","11.12"
"2020","2013","11","Tamil Nadu","Thiruppur","128.66","122.8","147.73","162.71","107.9","119.81","99.71","111.89","97.93","32.29","2.81"
"2020","2014","11","Tamil Nadu","Thiruppur","136.71","137.26","179.71","142.12","100.11","135.76","108.32","100.97","53.89","0.0","22.15"
"2020","2015","11","Tamil Nadu","Thiruppur","99.44","132.53","143.35","62.27","21.4","115.67","109.61","104.59","63.06","0.0","0.0"
